pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_hudson_fst	no_snps
Mi	Na	VHQE01000425.1	1440001	1460000	0.7927563749933456	973
Mi	Na	VHQE01000425.1	1460001	1480000	0.8824754260454835	966
Mi	Na	VHQE01000425.1	1480001	1500000	0.8645192198015286	985
Mi	Na	VHQE01000425.1	1500001	1520000	0.8383908916851814	1041
Mi	Na	VHQE01000425.1	1520001	1540000	0.8472471833234504	892
Mi	Na	VHQE01000425.1	1540001	1560000	0.865479295827621	1048
Mi	Na	VHQE01000425.1	1560001	1580000	0.8119686177661993	783
Mi	Na	VHQE01000425.1	1580001	1600000	0.8197621269207601	1035
Mi	Na	VHQE01000425.1	1600001	1620000	0.7189093259681494	981
Mi	Na	VHQE01000425.1	1620001	1640000	0.6616634960470242	1176
Mi	Na	VHQE01000425.1	1640001	1660000	0.7307270099894366	1008
Mi	Na	VHQE01000425.1	1660001	1680000	0.6142501805343817	1119
Mi	Na	VHQE01000425.1	1680001	1700000	0.6605346982254671	1194
Mi	Na	VHQE01000425.1	1700001	1720000	0.8098291474415253	1096
Mi	Na	VHQE01000425.1	1720001	1740000	0.8711291139240507	1041
Mi	Na	VHQE01000425.1	1740001	1760000	0.865918767672394	991
Mi	Na	VHQE01000425.1	1760001	1780000	0.8729586313756289	1036
Mi	Na	VHQE01000425.1	1780001	1800000	0.4686791008131299	1163
Mi	Na	VHQE01000425.1	1800001	1820000	0.7114938417864408	1094
Mi	Na	VHQE01000425.1	1820001	1840000	0.7873946590449087	1047
Mi	Na	VHQE01000425.1	1840001	1860000	0.8101772441395083	1083
Mi	Na	VHQE01000425.1	1860001	1880000	0.6236248187309053	1089
Mi	Na	VHQE01000425.1	1880001	1900000	0.7347266435986161	917
Mi	Na	VHQE01000425.1	1900001	1920000	0.7221287859267762	973
Mi	Na	VHQE01000425.1	1920001	1940000	0.724086750687736	930
Mi	Na	VHQE01000425.1	1940001	1960000	0.8742159922238705	896
Mi	Na	VHQE01000425.1	1960001	1980000	0.8130436506363239	775
Mi	Na	VHQE01000425.1	1980001	2000000	0.8214156490275892	733
Mi	Na	VHQE01000425.1	2000001	2020000	0.2480490577571672	1739
Mi	Na	VHQE01000425.1	2020001	2040000	0.8029269870360886	1043
Mi	Na	VHQE01000425.1	2040001	2060000	0.8056550094104258	986
Mi	Na	VHQE01000425.1	2060001	2080000	0.7376782136955853	1044
Mi	Na	VHQE01000425.1	2080001	2100000	0.7448498780912574	1076
Mi	Na	VHQE01000425.1	2100001	2120000	0.7135613188515728	1051
Mi	Na	VHQE01000425.1	2120001	2140000	0.7339544789032344	1127
Mi	Na	VHQE01000425.1	2140001	2160000	0.688857738381548	1135
Mi	Na	VHQE01000425.1	2160001	2180000	0.6903744064365828	1123
Mi	Na	VHQE01000425.1	2180001	2200000	0.7405386275158974	1001
Mi	Na	VHQE01000425.1	2200001	2220000	0.793237639553429	982
Mi	Na	VHQE01000425.1	2220001	2240000	0.7710642901778635	1067
Mi	Na	VHQE01000425.1	2240001	2260000	0.7751563636363636	903
Mi	Na	VHQE01000425.1	2260001	2280000	0.8506515526992898	972
Mi	Na	VHQE01000425.1	2280001	2300000	0.8442239795180971	944
Mi	Na	VHQE01000425.1	2300001	2320000	0.8664351823248114	976
Mi	Na	VHQE01000425.1	2320001	2340000	0.818707854164918	981
Mi	Na	VHQE01000425.1	2340001	2360000	0.7557306446766602	955
Mi	Na	VHQE01000425.1	2360001	2380000	0.8641961117497126	955
Mi	Na	VHQE01000425.1	2380001	2400000	0.6876091459597733	1103
Mi	Na	VHQE01000425.1	2400001	2420000	0.7694882750257342	1152
Mi	Na	VHQE01000425.1	2420001	2440000	0.8364949130292091	925
Mi	Na	VHQE01000425.1	2440001	2460000	0.7845961424527681	1014
Mi	Na	VHQE01000425.1	2460001	2480000	0.7431575047469089	1004
Mi	Na	VHQE01000425.1	2480001	2500000	0.7945293644408689	1097
Mi	Na	VHQE01000425.1	2500001	2520000	0.7684472351139018	976
Mi	Na	VHQE01000425.1	2520001	2540000	0.4567013291675845	1043
Mi	Na	VHQE01000425.1	2540001	2560000	0.8323301952629854	927
Mi	Na	VHQE01000425.1	2560001	2580000	0.8743465072709431	1173
Mi	Na	VHQE01000425.1	2580001	2600000	0.7681569331989949	998
Mi	Na	VHQE01000425.1	2600001	2620000	0.6635466453517772	1150
Mi	Na	VHQE01000425.1	2620001	2640000	0.9019074675324676	1014
Mi	Na	VHQE01000425.1	2640001	2660000	0.8206750955323867	1008
Mi	Na	VHQE01000425.1	2660001	2680000	0.7912547759112134	1049
Mi	Na	VHQE01000425.1	2680001	2700000	0.8852824559767914	1047
Mi	Na	VHQE01000425.1	2700001	2720000	0.8855612336381566	1003
Mi	Na	VHQE01000425.1	2720001	2740000	0.707481916588043	1027
Mi	Na	VHQE01000425.1	2740001	2760000	0.6128705083623116	1120
Mi	Na	VHQE01000425.1	2760001	2780000	0.8632888850280155	1010
Mi	Na	VHQE01000425.1	2780001	2800000	0.816504982222027	1018
Mi	Na	VHQE01000425.1	2800001	2820000	0.6715229527779809	1057
Mi	Na	VHQE01000425.1	2820001	2840000	0.7338673833273037	1264
Mi	Na	VHQE01000425.1	2840001	2860000	0.8180425246944584	1063
Mi	Na	VHQE01000425.1	2860001	2880000	0.7619802658962369	1345
Mi	Na	VHQE01000425.1	2880001	2900000	0.7587656806566517	1214
Mi	Na	VHQE01000425.1	2900001	2920000	0.8327926945618098	1148
Mi	Na	VHQE01000425.1	2920001	2940000	0.7691958430027244	1131
Mi	Na	VHQE01000425.1	2940001	2960000	0.8529566741798146	1059
Mi	Na	VHQE01000425.1	2960001	2980000	0.8055915189042124	994
Mi	Na	VHQE01000425.1	2980001	3000000	0.8555918699415075	1123
Mi	Na	VHQE01000425.1	3000001	3020000	0.7569856618872959	1143
Mi	Na	VHQE01000425.1	3020001	3040000	0.7342687747035573	1249
Mi	Na	VHQE01000425.1	3040001	3060000	0.6955392104984652	1061
Mi	Na	VHQE01000425.1	3060001	3080000	0.5955325658258487	1182
Mi	Na	VHQE01000425.1	3080001	3100000	0.7588388043364348	1274
Mi	Na	VHQE01000425.1	3100001	3120000	0.7515507871660749	1180
Mi	Na	VHQE01000425.1	3120001	3140000	0.8004920755848082	1169
Mi	Na	VHQE01000425.1	3140001	3160000	0.8242545137196678	1156
Mi	Na	VHQE01000425.1	3160001	3180000	0.7952716920410942	1087
Mi	Na	VHQE01000425.1	3180001	3200000	0.7490965519673655	1228
Mi	Na	VHQE01000425.1	3200001	3220000	0.7213788790744939	1142
Mi	Na	VHQE01000425.1	3220001	3240000	0.8368228614213514	1213
Mi	Na	VHQE01000425.1	3240001	3260000	0.7544420496592623	1315
Mi	Na	VHQE01000425.1	3260001	3280000	0.6129059075194907	1324
Mi	Na	VHQE01000425.1	3280001	3300000	0.6867225345638415	1100
Mi	Na	VHQE01000425.1	3300001	3320000	0.6428656371028653	1102
Mi	Na	VHQE01000425.1	3320001	3340000	0.7661451770469058	1283
Mi	Na	VHQE01000425.1	3340001	3360000	0.6742333630232854	1271
Mi	Na	VHQE01000425.1	3360001	3380000	0.6528324043425506	1183
Mi	Na	VHQE01000425.1	3380001	3400000	0.7475883091267707	1165
Mi	Na	VHQE01000425.1	3400001	3420000	0.7449456918583425	1149
Mi	Na	VHQE01000425.1	3420001	3440000	0.757183436954477	1037
Mi	Na	VHQE01000425.1	3440001	3460000	0.7165058136032291	740
Mi	Na	VHQE01000425.1	3460001	3480000	0.7372435053466491	1014
Mi	Na	VHQE01000425.1	3480001	3500000	0.7284228496978682	1271
Mi	Na	VHQE01000425.1	3500001	3520000	0.7060032422995386	1121
Mi	Na	VHQE01000425.1	3520001	3540000	0.7181818181818183	1038
Mi	Na	VHQE01000425.1	3540001	3560000	0.7098886882462333	1110
Mi	Na	VHQE01000425.1	3560001	3580000	0.7224254203846041	1107
Mi	Na	VHQE01000425.1	3580001	3600000	0.8161890666697743	1070
Mi	Na	VHQE01000425.1	3600001	3620000	0.7551169451721936	991
Mi	Na	VHQE01000425.1	3620001	3640000	0.7607949794329055	1345
Mi	Na	VHQE01000425.1	3640001	3660000	0.5475966089139471	1335
Mi	Na	VHQE01000425.1	3660001	3680000	0.6627760624130861	1127
Mi	Na	VHQE01000425.1	3680001	3700000	0.6924155491618013	1233
Mi	Na	VHQE01000425.1	3700001	3720000	0.6692860310421287	1120
Mi	Na	VHQE01000425.1	3720001	3740000	0.731367403673777	1177
Mi	Na	VHQE01000425.1	3740001	3760000	0.8100122490280661	881
Mi	Na	VHQE01000425.1	3760001	3780000	0.728981682301602	974
Mi	Na	VHQE01000425.1	3780001	3800000	0.680343417409637	1112
Mi	Na	VHQE01000425.1	3800001	3820000	0.7578274760383387	1181
Mi	Na	VHQE01000425.1	3820001	3840000	0.7670755720802809	1547
Mi	Na	VHQE01000425.1	3840001	3860000	0.6638611286547536	1329
Mi	Na	VHQE01000425.1	3860001	3880000	0.7967821091144186	1383
Mi	Na	VHQE01000425.1	3880001	3900000	0.7070216686789096	1401
Mi	Na	VHQE01000425.1	3900001	3920000	0.636336877408306	1347
Mi	Na	VHQE01000425.1	3920001	3940000	0.6437358332783168	1303
Mi	Na	VHQE01000425.1	3940001	3960000	0.7300097176531423	1166
Mi	Na	VHQE01000425.1	3960001	3980000	0.7117189173748482	1173
Mi	Na	VHQE01000425.1	3980001	4000000	0.6123283039601031	1162
Mi	Na	VHQE01000425.1	4000001	4020000	0.7623347181395147	1029
Mi	Na	VHQE01000425.1	4020001	4040000	0.7567451645186987	1103
Mi	Na	VHQE01000425.1	4040001	4060000	0.6592491973326748	1068
Mi	Na	VHQE01000425.1	4060001	4080000	0.7323990217432841	1114
Mi	Na	VHQE01000425.1	4080001	4100000	0.8006986659331591	1054
Mi	Na	VHQE01000425.1	4100001	4120000	0.7231989894603876	1203
Mi	Na	VHQE01000425.1	4120001	4140000	0.7909122471094465	935
Mi	Na	VHQE01000425.1	4140001	4160000	0.8626903178122689	977
Mi	Na	VHQE01000425.1	4160001	4180000	0.8783475499795326	1022
Mi	Na	VHQE01000425.1	4180001	4200000	0.7677937584803256	1152
Mi	Na	VHQE01000425.1	4200001	4220000	0.7337455519625486	1087
Mi	Na	VHQE01000425.1	4220001	4240000	0.7551564619540642	1078
Mi	Na	VHQE01000425.1	4240001	4260000	0.7560316626953678	1111
Mi	Na	VHQE01000425.1	4260001	4280000	0.7874241484904845	1028
Mi	Na	VHQE01000425.1	4280001	4300000	0.733439379985887	1128
Mi	Na	VHQE01000425.1	4300001	4320000	0.8364708944217923	1054
Mi	Na	VHQE01000425.1	4320001	4340000	0.782708904144732	1000
Mi	Na	VHQE01000425.1	4340001	4360000	0.690412289587988	1017
Mi	Na	VHQE01000425.1	4360001	4380000	0.7161332462442849	1031
Mi	Na	VHQE01000425.1	4380001	4400000	0.7934632676311696	974
Mi	Na	VHQE01000425.1	4400001	4420000	0.6199734314566849	998
Mi	Na	VHQE01000425.1	4420001	4440000	0.702076404996786	899
Mi	Na	VHQE01000425.1	4440001	4460000	0.7676935937780385	948
Mi	Na	VHQE01000425.1	4460001	4480000	0.8082673590646255	1097
Mi	Na	VHQE01000425.1	4480001	4500000	0.799377190389731	1103
Mi	Na	VHQE01000425.1	4500001	4520000	0.787761038961039	999
Mi	Na	VHQE01000425.1	4520001	4540000	0.8001251501802165	1015
Mi	Na	VHQE01000425.1	4540001	4560000	0.8205874905039251	1267
Mi	Na	VHQE01000425.1	4560001	4580000	0.79097373264302	1112
Mi	Na	VHQE01000425.1	4580001	4600000	0.7292783548776102	1218
Mi	Na	VHQE01000425.1	4600001	4620000	0.6442206298363218	1337
Mi	Na	VHQE01000425.1	4620001	4640000	0.7877883563792359	1287
Mi	Na	VHQE01000425.1	4640001	4660000	0.8745046235138708	1122
Mi	Na	VHQE01000425.1	4660001	4680000	0.8303729120319747	1168
Mi	Na	VHQE01000425.1	4680001	4700000	0.7058213186945769	946
Mi	Na	VHQE01000425.1	4700001	4720000	0.725620244324166	1104
Mi	Na	VHQE01000425.1	4720001	4740000	0.8148573773855942	1195
Mi	Na	VHQE01000425.1	4740001	4760000	0.7275256699223641	1012
Mi	Na	VHQE01000425.1	4760001	4780000	0.7114545303996326	1019
Mi	Na	VHQE01000425.1	4780001	4800000	0.8049879972879368	1126
Mi	Na	VHQE01000425.1	4800001	4820000	0.8125427460761293	995
Mi	Na	VHQE01000425.1	4820001	4840000	0.8839067402966945	992
Mi	Na	VHQE01000425.1	4840001	4860000	0.8008635164307987	1055
Mi	Na	VHQE01000425.1	4860001	4880000	0.7654552147649885	1176
Mi	Na	VHQE01000425.1	4880001	4900000	0.7988848944094031	1069
Mi	Na	VHQE01000425.1	4900001	4920000	0.8242795506578687	1072
Mi	Na	VHQE01000425.1	4920001	4940000	0.795053524473832	1147
Mi	Na	VHQE01000425.1	4940001	4960000	0.772248908951095	961
Mi	Na	VHQE01000425.1	4960001	4980000	0.869800248701388	1146
Mi	Na	VHQE01000425.1	4980001	5000000	0.6984822406509152	1168
Mi	Na	VHQE01000425.1	5000001	5020000	0.7315724052206339	927
Mi	Na	VHQE01000425.1	5020001	5040000	0.6442727369676288	1248
Mi	Na	VHQE01000425.1	5040001	5060000	0.6205107553944763	1110
Mi	Na	VHQE01000425.1	5060001	5080000	0.668404454828334	1125
Mi	Na	VHQE01000425.1	5080001	5100000	0.5895315104343546	1053
Mi	Na	VHQE01000425.1	5100001	5120000	0.8173483168038521	937
Mi	Na	VHQE01000425.1	5120001	5140000	0.8308057990265045	1027
Mi	Na	VHQE01000425.1	5140001	5160000	0.7793361870768606	964
Mi	Na	VHQE01000425.1	5160001	5180000	0.8313324649756894	1059
Mi	Na	VHQE01000425.1	5180001	5200000	0.7708808529801969	997
Mi	Na	VHQE01000425.1	5200001	5220000	0.7865927918235611	1021
Mi	Na	VHQE01000425.1	5220001	5240000	0.680608303613485	985
Mi	Na	VHQE01000425.1	5240001	5260000	0.6599235368075334	1069
Mi	Na	VHQE01000425.1	5260001	5280000	0.7840932279852604	1133
Mi	Na	VHQE01000425.1	5280001	5300000	0.7001699011701643	986
Mi	Na	VHQE01000425.1	5300001	5320000	0.7900229015234491	1037
Mi	Na	VHQE01000425.1	5320001	5340000	0.7083468960706814	1042
Mi	Na	VHQE01000425.1	5340001	5360000	0.7805615366120803	1020
Mi	Na	VHQE01000425.1	5360001	5380000	0.6275543041029765	1042
Mi	Na	VHQE01000425.1	5380001	5400000	0.7582736574778154	927
Mi	Na	VHQE01000425.1	5400001	5420000	0.9004329965582323	1000
Mi	Na	VHQE01000425.1	5420001	5440000	0.8772375535143608	1035
Mi	Na	VHQE01000425.1	5440001	5460000	0.7805013262373239	1108
Mi	Na	VHQE01000425.1	5460001	5480000	0.8134914361001319	1038
Mi	Na	VHQE01000425.1	5480001	5500000	0.8340688854988076	926
Mi	Na	VHQE01000425.1	5500001	5520000	0.8522270901788974	1019
Mi	Na	VHQE01000425.1	5520001	5540000	0.7751155407571102	979
Mi	Na	VHQE01000425.1	5540001	5560000	0.7638629283489097	989
Mi	Na	VHQE01000425.1	5560001	5580000	0.7028820241247425	1025
Mi	Na	VHQE01000425.1	5580001	5600000	0.8325314899440952	1071
Mi	Na	VHQE01000425.1	5600001	5620000	0.7339196165581021	994
Mi	Na	VHQE01000425.1	5620001	5640000	0.7973024342855533	991
Mi	Na	VHQE01000425.1	5640001	5660000	0.6105869072196403	1054
Mi	Na	VHQE01000425.1	5660001	5680000	0.7201885348579895	1130
Mi	Na	VHQE01000425.1	5680001	5700000	0.776604895104895	1163
Mi	Na	VHQE01000425.1	5700001	5720000	0.6764114566670596	1105
Mi	Na	VHQE01000425.1	5720001	5740000	0.7288498341733214	1108
Mi	Na	VHQE01000425.1	5740001	5760000	0.7801635459613461	972
Mi	Na	VHQE01000425.1	5760001	5780000	0.8253520156275299	1079
Mi	Na	VHQE01000425.1	5780001	5800000	0.6063824344015217	1130
Mi	Na	VHQE01000425.1	5800001	5820000	0.5307575856658219	1121
Mi	Na	VHQE01000425.1	5820001	5840000	0.6568384451831926	1136
Mi	Na	VHQE01000425.1	5840001	5860000	0.7348865266727534	1215
Mi	Na	VHQE01000425.1	5860001	5880000	0.7748294938485674	1207
Mi	Na	VHQE01000425.1	5880001	5900000	0.6868451453634686	1099
Mi	Na	VHQE01000425.1	5900001	5920000	0.7904432241105588	1174
Mi	Na	VHQE01000425.1	5920001	5940000	0.8065347772465409	1189
Mi	Na	VHQE01000425.1	5940001	5960000	0.781148912437256	801
Mi	Na	VHQE01000425.1	5960001	5980000	0.8075573439828095	1143
Mi	Na	VHQE01000425.1	5980001	6000000	0.8039167982171047	1270
Mi	Na	VHQE01000425.1	6000001	6020000	0.7200441440198648	1279
Mi	Na	VHQE01000425.1	6020001	6040000	0.4039725511689062	1070
Mi	Na	VHQE01000425.1	6040001	6060000	0.7070063181616968	1569
Mi	Na	VHQE01000425.1	6060001	6080000	0.6843109032025908	1333
Mi	Na	VHQE01000425.1	6080001	6100000	0.7523323279348973	1495
Mi	Na	VHQE01000425.1	6100001	6120000	0.6645898867568418	1194
Mi	Na	VHQE01000425.1	6120001	6140000	0.7297748961234647	1370
Mi	Na	VHQE01000425.1	6140001	6160000	0.7545110319020176	1422
Mi	Na	VHQE01000425.1	6160001	6180000	0.6952564496940542	1393
Mi	Na	VHQE01000425.1	6180001	6200000	0.8422694601621045	1308
Mi	Na	VHQE01000425.1	6200001	6220000	0.745657310431504	1170
Mi	Na	VHQE01000425.1	6220001	6240000	0.7115375470728547	1324
Mi	Na	VHQE01000425.1	6240001	6260000	0.8305487511732791	987
Mi	Na	VHQE01000425.1	6260001	6280000	0.836828887890243	940
Mi	Na	VHQE01000425.1	6280001	6300000	0.8451442294719231	898
Mi	Na	VHQE01000425.1	6300001	6320000	0.8279901356350186	944
Mi	Na	VHQE01000425.1	6320001	6340000	0.7828953399541634	1071
Mi	Na	VHQE01000425.1	6340001	6360000	0.7688616059656782	1080
Mi	Na	VHQE01000425.1	6360001	6380000	0.8161325233905877	1300
Mi	Na	VHQE01000425.1	6380001	6400000	0.8200103733384861	989
Mi	Na	VHQE01000425.1	6400001	6420000	0.8210827863799544	1250
Mi	Na	VHQE01000425.1	6420001	6440000	0.8714773910872765	1102
Mi	Na	VHQE01000425.1	6440001	6460000	0.8510482884559064	1120
Mi	Na	VHQE01000425.1	6460001	6480000	0.6719066672603863	1297
Mi	Na	VHQE01000425.1	6480001	6500000	0.3776482278626297	1435
Mi	Na	VHQE01000425.1	6500001	6520000	0.7900291084077868	1095
Mi	Na	VHQE01000425.1	6520001	6540000	0.8344758706221944	988
Mi	Na	VHQE01000425.1	6540001	6560000	0.7647560497056899	1029
Mi	Na	VHQE01000425.1	6560001	6580000	0.8049396513187306	1057
Mi	Na	VHQE01000425.1	6580001	6600000	0.6990287325249092	1327
Mi	Na	VHQE01000425.1	6600001	6620000	0.7351956859646228	1275
Mi	Na	VHQE01000425.1	6620001	6640000	0.7600899929258139	1219
Mi	Na	VHQE01000425.1	6640001	6660000	0.8872411572891353	945
Mi	Na	VHQE01000425.1	6660001	6680000	0.7591372629312386	1207
Mi	Na	VHQE01000425.1	6680001	6700000	0.0785259242863167	1640
Mi	Na	VHQE01000425.1	6700001	6720000	0.109025619180418	1148
Mi	Na	VHQE01000425.1	6720001	6740000	0.8192922374429225	1051
Mi	Na	VHQE01000425.1	6740001	6760000	0.7893636107337826	1067
Mi	Na	VHQE01000425.1	6760001	6780000	0.8353147200332186	1117
Mi	Na	VHQE01000425.1	6780001	6800000	0.7703238630390947	1108
Mi	Na	VHQE01000425.1	6800001	6820000	0.7902292952100364	932
Mi	Na	VHQE01000425.1	6820001	6840000	0.7540201408483014	1065
Mi	Na	VHQE01000425.1	6840001	6860000	0.8030629981249745	1093
Mi	Na	VHQE01000425.1	6860001	6880000	0.7662967723675986	1004
Mi	Na	VHQE01000425.1	6880001	6900000	0.771630850197356	1080
Mi	Na	VHQE01000425.1	6900001	6920000	0.8269902653687158	1247
Mi	Na	VHQE01000425.1	6920001	6940000	0.7593433380699869	1156
Mi	Na	VHQE01000425.1	6940001	6960000	0.8567375886524824	1155
Mi	Na	VHQE01000425.1	6960001	6980000	0.7392322763734768	1220
Mi	Na	VHQE01000425.1	6980001	7000000	0.7630561912026443	1112
Mi	Na	VHQE01000425.1	7000001	7020000	0.8156847711212881	1187
Mi	Na	VHQE01000425.1	7020001	7040000	0.7942447423323181	1008
Mi	Na	VHQE01000425.1	7040001	7060000	0.742890280677337	1091
Mi	Na	VHQE01000425.1	7060001	7080000	0.7866546860960268	921
Mi	Na	VHQE01000425.1	7080001	7100000	0.7404278827422178	1099
Mi	Na	VHQE01000425.1	7100001	7120000	0.7476053840949914	1124
Mi	Na	VHQE01000425.1	7120001	7140000	0.7877293925261948	1011
Mi	Na	VHQE01000425.1	7140001	7160000	0.7379028903108222	1082
Mi	Na	VHQE01000425.1	7160001	7180000	0.7571051330338451	1127
Mi	Na	VHQE01000425.1	7180001	7200000	0.7873799667827304	1019
Mi	Na	VHQE01000425.1	7200001	7220000	0.7451354435981645	1087
Mi	Na	VHQE01000425.1	7220001	7240000	0.8756497490239822	979
Mi	Na	VHQE01000425.1	7240001	7260000	0.781504989761029	1105
Mi	Na	VHQE01000425.1	7260001	7280000	0.7389171679777882	1127
Mi	Na	VHQE01000425.1	7280001	7300000	0.8149793873387903	1173
Mi	Na	VHQE01000425.1	7300001	7320000	0.6257768220974528	1144
Mi	Na	VHQE01000425.1	7320001	7340000	0.7538320372536875	1046
Mi	Na	VHQE01000425.1	7340001	7360000	0.7906159858565182	1112
Mi	Na	VHQE01000425.1	7360001	7380000	0.7432880809127409	1085
Mi	Na	VHQE01000425.1	7380001	7400000	0.814630517324874	1265
Mi	Na	VHQE01000425.1	7400001	7420000	0.7760137277576753	1103
Mi	Na	VHQE01000425.1	7420001	7440000	0.8063201659539045	1017
Mi	Na	VHQE01000425.1	7440001	7460000	0.7505110970569633	977
Mi	Na	VHQE01000425.1	7460001	7480000	0.6992888355753579	1036
Mi	Na	VHQE01000425.1	7480001	7500000	0.7438312360100071	1078
Mi	Na	VHQE01000425.1	7500001	7520000	0.7854439445775638	964
Mi	Na	VHQE01000425.1	7520001	7540000	0.7400905607802158	1196
Mi	Na	VHQE01000425.1	7540001	7560000	0.7905584617559733	1269
Mi	Na	VHQE01000425.1	7560001	7580000	0.8196595619194286	1232
Mi	Na	VHQE01000425.1	7580001	7600000	0.6970225650638021	943
Mi	Na	VHQE01000425.1	7600001	7620000	0.6503491246255311	1037
Mi	Na	VHQE01000425.1	7620001	7640000	0.6608663320319762	1389
Mi	Na	VHQE01000425.1	7640001	7660000	0.7227760320728139	1115
